Ga0496348_001516_8152_9699	3	Ga0495965_000932_7754_9301,Ga0496350_002023_4913_6460
Ga0496375_000711_1245_2711	5	Ga0496345_000889_3730_5196,Ga0167615_100001950,Ga0105117_100000664,Ga0167616_100000349
Ga0496375_000017_76388_77857	3	Ga0496367_000002_101847_103316,Ga0496377_000002_84739_86208
Ga0496375_000237_135_1775	2	Ga0073350_1295892
Ga0496375_001485_2480_4060	2	Ga0496354_00526_1253_2833
Ga0496375_001615_2281_3921	6	JGI20129J14369_10029572,CisS_allDRAFT_10007273,YNPsite19_CeleraDRAFT_00940,YNP19150990,Ga0496374_00345_14482_16122
Ga0496375_000024_68361_70016	2	Ga0496373_000055_34946_36601
Ga0450881_05658_77_1624	4	Ga0496371_001633_484_2031,JGI26465J51735_100002768,JGI26464J51801_10016987
Ga0450881_06734_33_1496	2	Ga0450860_06516_5_1468
Ga0496363_0003278_2591_4135	2	Ga0496350_004292_4907_6451
Ga0496363_0000735_3636_5057	5	Ga0496349_000349_24484_25905,Ga0495965_000989_7394_8815,Ga0496350_001305_7286_8707,Ga0496351_000596_14328_15749
Ga0073932_100452210	2	Ga0209381_10140955
Ga0073932_10143112	2	Ga0209381_10097394
Ga0073932_100380811	2	Ga0209381_100208411
Ga0073932_10397182	2	Ga0209381_10075764
Ga0073932_10047863	2	Ga0209381_10073733
Ga0073932_101142111	2	Ga0209381_10247223
Ga0073932_100075343	2	Ga0209381_100069211
Ga0073932_100634711	2	Ga0209381_10008682
Ga0080007_10665233	2	Ga0081478_12889513
YNP4_141960	3	JC3A454_10355634,YNPsite04_CeleraDRAFT_02090
YNP4_154380	3	JC3A454_10055412,YNPsite04_CeleraDRAFT_99240
YNP4_127530	4	JGI20127J14776_10017844,JC3A454_1032323,YNPsite04_CeleraDRAFT_187740
Ga0496346_000026_82264_83796	3	Ga0496345_000040_19107_20639,Ga0496353_000003_163670_165202
Ga0496346_000894_25470_27056	3	Ga0496355_000329_886_2472,Ga0496365_000113_29140_30726
Ga0496346_002481_10016_11545	2	JGI24721J26819_1000222213
Ga0496346_000513_15906_17450	5	Ga0496345_000623_13988_15532,Ga0496369_00297_5741_7285,Ga0496362_009810_2114_3658,Ga0496353_000507_28873_30417
Ga0496346_000454_5480_7114	9	Ga0496345_000438_1171_2805,Ga0496367_000096_17113_18747,Ga0496374_00429_17116_18750,Ga0496368_000255_17173_18807,Ga0374090_00173_6323_7957,Ga0311280_1009082,Ga0496366_000271_1169_2803,Ga0496377_000182_17124_18758
Ga0496346_011993_71_1630	2	Ga0311297_10430753
Ga0496346_003227_4018_5718	3	JGI20133J14441_10053324,SMH020_10013004
Ga0496346_000219_7513_9195	3	BSDYNP_00300190,Ga0079044_10022983
Ga0496346_003227_5736_7322	4	JGI20133J14441_10053323,SMH020_10013005,Ga0079044_10003599
JGI20129J14369_10009254	2	Ga0496367_001850_836_2497
Ga0496376_000299_16300_17841	2	Ga0311297_115773252
Ga0496376_000233_67487_69010	2	Ga0496374_00146_12171_13694
Ga0496376_013285_173_1687	2	Ga0496349_000941_2735_4249
Ga0496376_000080_77303_78790	2	Ga0311297_10143527
Ga0496376_000047_65635_67152	2	Ga0496350_000183_18785_20302
Ga0496376_000376_44125_45696	2	Ga0311297_102940920
Ga0496376_003434_8841_10268	3	Ga0496350_000543_18278_19705,Ga0496351_013533_174_1601
Ga0208447_10000569	15	Ga0496345_000209_22370_23878,Ga0074075_1375056,BSEYNP_00962710,Ga0105111_10001494,Ga0074076_10001231,Ga0496368_000113_8839_10347,Ga0079046_10006914,OSPD_00110780,Ga0079041_10002084,BSDYNP_00189080,Ga0079044_100033212,Ga0208683_10004269,Ga0167616_10008097,Ga0208314_10003969
Ga0208447_1001643	9	Ga0496345_000920_2446_3921,Ga0074075_170894,BSEYNP_00783590,Ga0105111_10009563,Ga0074076_1000986,Ga0208559_10007425,Ga0208683_10013025,Ga0208314_1001298
Ga0105155_10099332	3	Ga0105154_10020788,Ga0209493_10014187
Ga0105155_100008521	3	Ga0209393_100016421,Ga0209493_100043016
Ga0105155_100002735	2	Ga0209493_100007422
Ga0105155_100010912	5	Ga0105154_100054311,Ga0197144_10000413,Ga0209393_1000013102,Ga0209493_1000003101
Ga0105155_100000227	4	Ga0105154_10026911,Ga0209393_100002491,Ga0209493_1000007123
Ga0105155_10026703	3	Ga0197144_10012117,Ga0209393_10001758
Ga0105155_100038010	2	Ga0209493_10035706
Ga0105155_10001127	3	Ga0209393_100015310,Ga0209493_100019233
Ga0105155_100002821	5	Ga0105154_100002543,Ga0197144_100001456,Ga0209393_100000242,Ga0209493_100023137
Ga0105155_10110982	2	Ga0209393_100104010
Ga0208313_10003143	4	OneHSP_7476CDRAFT_100001455,Ga0208683_10005026,Ga0208314_10005321
Ga0208313_10027215	7	OneHSP_7476CDRAFT_100008823,Ga0074075_155125,Ga0208559_10000641,Ga0079046_10002167,Ga0208683_10006123,Ga0208314_10003322
Ga0208313_10000761	20	OneHSP_7476CDRAFT_100001263,YNP14_67940,2508724840,Ga0496345_000041_42236_43747,OSPC_00398480,Ga0074075_1265141,BSEYNP_00340680,OSPB_00188930,Ga0073350_13554342,YNPsite14_CeleraDRAFT_30970,Ga0208559_10007820,Ga0496368_000016_84165_85676,OSPD_00908600,Ospc_00114900,Ga0079041_10016554,BSDYNP_00496590,Ga0105109_10013912,Ga0208683_10003050,Ga0208314_10001847
Ga0208313_1035262	7	JGI20133J14441_10189842,Ga0079046_10057522,Ga0079041_10042742,Ga0079044_10017521,Ga0208683_10093411,Ga0208314_10070711
Ga0208313_10001657	4	Ga0208559_10018620,Ga0079041_100001138,Ga0079044_100002337
Ga0208313_10038911	10	OneHSP_7476CDRAFT_100002861,Ga0496345_000191_9515_11140,Ga0208559_10008028,Ga0079046_10017662,OSPD_00044740,Ga0079041_100000460,Ga0079044_100001160,Ga0208683_10011615,Ga0208314_10002615
Ga0208313_10019715	3	YNP14_49090,YNPsite14_CeleraDRAFT_64830
Ga0208313_1000159	5	OneHSP_7476CDRAFT_10004562,Ga0079041_100000641,Ga0105117_100003916,Ga0079044_100001317
Ga0208313_10000962	4	OneHSP_7476CDRAFT_100001642,OSPD_00121430,Ga0105117_100007712
Ga0208313_10003422	10	OneHSP_7476CDRAFT_10003363,Ga0496345_000238_28072_29658,OSPC_00593990,OSPB_00756420,YNPsite08_CeleraDRAFT_242610,Ospc_00164900,Ga0208683_10005532,YNP8_153760,Ga0208314_10002466
Ga0208313_10001331	19	OneHSP_7476CDRAFT_100004428,Ga0496345_000076_24335_25960,OSPC_00006100,BSEYNP_00491560,OSPB_00368330,Ga0208559_1008294,Ga0079046_100011213,YNPsite08_CeleraDRAFT_249230,OSPD_00190720,Ospc_00004340,Ga0079041_10003188,Ga0105109_10008025,Ga0105117_10004867,Ga0079044_100003412,Ga0208683_10001856,Ga0167616_100036212,YNP8_156970,Ga0208314_10001745
Ga0208313_10013113	8	Ga0074075_1382230,Ga0074076_10003133,Ga0208559_1001767,Ga0079046_10014025,Ga0079044_10023572,Ga0208683_10019014,Ga0208314_10018014
OneHSP_7476CDRAFT_10016596	4	OneHSP_7476CDRAFT_10022083,Ga0105109_100013120,Ga0105117_100001830
OneHSP_7476CDRAFT_100006040	4	OSPB_00342310,YNPsite08_CeleraDRAFT_82810,YNP8_123760
OneHSP_7476CDRAFT_100010223	9	Ga0496345_000799_688_2286,OSPC_00343510,BSEYNP_00858160,OSPD_01049930,Ospc_00101080,BSDYNP_00201470,Ga0105109_10001596,Ga0105117_100009813
2774012106	4	2722555187,Ga0209080_100001444,Ga0209394_1000011169
2718418228	3	Ga0209080_100009616,Ga0209394_100049915
2718419707	4	Ga0209080_100021637,Ga0209394_100016736,Ga0105163_100036420
2508722297	2	JGI20133J14441_10036693
Ga0073931_1008906	3	draft_10001164,Ga0209695_1001863
Ga0073931_1031831	2	Ga0209695_1037671
Ga0073931_10012933	2	Ga0131805_1001265
Ga0209289_1058842	3	GxsBSedJan11_100007616,Ga0105160_10002312
Ga0209289_1019165	3	GxsBSedJan11_100154930,Ga0105160_100118511
Ga0209289_1091712	3	GxsBSedJan11_100028338,Ga0105160_10019373
Ga0209289_10009344	2	GxsBSedJan11_100115513
Ga0209289_1018555	3	Ga0105160_100027011,2718333220
Ga0209289_10005127	3	GxsBSedJan11_10002258,Ga0105160_100014211
2722549233	6	JzSedJan11_100058358,Ga0209080_100006238,Ga0209394_100009942,Ga0105162_10009517,Ga0105163_100010917
2722549686	5	Ga0209080_10008796,Ga0209394_100014447,Ga0105162_10028245,Ga0105163_100066215
Ga0073929_10066422	3	Ga0073933_100001375,Ga0209479_10000011455
Ga0073929_10074285	3	Ga0073933_10005577,Ga0209479_10000011333
2648424760	5	2643419913,Ga0209183_100005853,2648423301,Ga0209822_100006667
2549771848	6	643829407,2549777957,2730743661,2730740612,2549781088
GBSCSSed85CDRAFT_00000964	2	GBSCECS85c_10000238
GBSCSSed85CDRAFT_00002510	4	Ga0065719_1000169,GBSCECS85c_100001860,GBSCECS85c_100004475
GBSCSSed85CDRAFT_00043411	7	Ga0065719_10659730,Ga0105154_100002818,GBSCECS85c_100013519,Ga0209493_10017045,Ga0197143_10090712,Ga0071330_10420762
GBSCSSed85CDRAFT_00010910	4	Ga0065719_1019353,Ga0065719_1147283,GBSCECS85c_100017910
GBSCSSed85CDRAFT_00112912	2	GBSCECS85c_100144612
GBSCSSed85CDRAFT_00008343	6	Ga0065719_10001360,Ga0105154_100022222,GBSCECS85c_100005915,Ga0209493_10126332,2505886778
GBSCSSed85CDRAFT_0005965	3	Ga0065719_104763215,GBSCECS85c_100022630
JGI20130J15133_100082329	2	JGI20130J15133_10026467
JGI20130J15133_100167518	2	Ga0496355_003546_3580_5142
JGI20130J15133_100038534	2	Ga0496362_002029_9539_11083
Ga0496345_000028_54717_56237	5	BSEYNP_00492870,OSPD_00390220,Ga0105117_100001263,Ga0167616_100005817
Ga0496345_000036_41695_43212	2	Ga0496373_000024_41847_43364
Ga0496345_000853_3182_4720	5	Ga0167615_10028131,BSDYNP_00673000,Ga0105117_10022761,Ga0167616_10031061
Ga0496345_002026_4763_6331	4	Ga0496352_00408_11048_12616,Ga0311280_100007115,Ga0167616_10009457
Ga0496345_001089_7451_9055	2	Ga0496373_000159_7672_9276
Ga0496345_000335_7484_9067	8	Ga0079046_10020333,Ga0079041_10019061,Ga0167615_10058461,Ga0079044_10019591,Ga0208683_1032543,Ga0167616_10005821,Ga0208314_10055512
Ga0496345_000340_14602_16191	2	Ga0496366_000149_14708_16297
YNPsite03_CeleraDRAFT_87470	2	YNP3_51990
YNPsite03_CeleraDRAFT_191640	6	Ga0496374_00344_6759_8399,Ga0496368_000980_2818_4458,Ga0374090_00455_2561_4201,JGI20128J18817_10000593,Ga0496372_000147_3273_4913
2643428752	6	Ga0105159_100000481,Ga0209183_100002220,2643426816,Ga0105158_10016089,Ga0209822_100000422
draft_100005912	2	Ga0131805_10006666
draft_100015143	2	Ga0209695_10060310
Ga0496354_00027_41701_43170	2	JGI20128J18817_10020443
Ga0496354_00013_107779_109248	2	YNP19139230
Ga0073933_10016092	2	Ga0209479_1000152135
Ga0073933_10034389	2	Ga0209479_100027764
Ga0073933_1000017126	4	Ga0073930_1000014156,Ga0209478_1000003306,Ga0209479_1000005315
Ga0197142_10127462	2	Ga0197143_100221310
Ga0105159_10010122	4	Ga0209183_100007312,Ga0105158_10048664,Ga0209822_100089317
Ga0105159_10023371	2	Ga0209183_10023681
Ga0105159_10030544	4	Ga0209183_10033464,Ga0105158_100000456,Ga0209822_100000254
Ga0105159_10009223	2	Ga0105158_10006208
Ga0105159_100011921	3	Ga0209183_100002366,Ga0209822_100001311
Ga0105159_100002636	4	Ga0209183_100003825,Ga0105158_10012385,Ga0209822_100010116
Ga0105159_1000001151	4	Ga0209183_1000002214,Ga0105158_100001472,Ga0209822_100000527
Ga0065719_1163147	4	GBSCSSed77CDRAFT_00073211,Ga0065718_100557211,GBSCECS77c_10012354
Ga0065719_10658741	2	GBSCECS85c_10026114
OSPC_00577500	2	Ospc_00158660
Ga0074075_109632	5	Ga0073350_1053853,Ga0208559_1006296,Ga0105109_10003627,Ga0208314_1004228
Ga0074075_1273931	5	Ga0074076_10000722,BSDYNP_00626060,Ga0208683_10009817,Ga0208314_10010017
Ga0074075_1418428	9	BSEYNP_00125840,JGI20133J14441_100052318,Ga0208559_1025932,Ga0079046_100003518,Ga0105109_10007842,Ga0208683_10000660,Ga0167616_100000741,Ga0208314_10000657
YNPsite19_CeleraDRAFT_57400	5	YNP1980290,Ga0496374_05149_667_2181,Ga0496369_00144_6930_8444,Ga0374090_00145_11038_12552
BSEYNP_00500110	5	Ga0079046_100002614,Ga0208683_10000336,Ga0167616_100001730,Ga0208314_10002536
BSEYNP_00219930	2	BSDYNP_00115240
Ga0105154_10013918	2	Ga0209493_10008215
Ga0105154_10053582	2	Ga0209393_10033902
Ga0105154_100024518	2	Ga0209493_10039323
Ga0105154_10005367	2	Ga0209493_10048884
Ga0105154_100062112	2	Ga0209493_100011617
2682675484	2	Ga0137776_11710751
Ga0209183_10021294	2	Ga0209822_10020667
Ga0209183_100052512	2	Ga0209822_100142811
Ga0209183_10019887	2	Ga0209822_100041117
Ga0209183_10019406	2	Ga0209822_10005064
Ga0209183_100028019	2	Ga0209822_10008699
Ga0209183_10020052	2	Ga0209822_10042723
Ga0209183_100162610	2	Ga0209822_10030352
Ga0209183_10027384	2	Ga0209822_10038155
Ga0209183_10111732	2	Ga0209822_100019112
Ga0496367_000059_19355_20830	3	Ga0496352_00076_19825_21300,Ga0496366_001010_4015_5490
Ga0496367_000168_12921_14525	2	Ga0496366_000530_7521_9125
Ga0496367_000050_11049_12704	2	Ga0496366_000243_1389_3044
OSPB_00254830	2	Ga0105117_10003549
Ga0496371_000993_3493_5079	2	Ga0496361_000639_2723_4309
Ga0496371_000029_124745_126331	2	Ga0496361_000008_886_2472
Ga0496371_000726_3315_4877	2	JGI26464J51801_10006422
Ga0496371_000435_926_2431	2	JGI26464J51801_100043013
Ga0496371_003834_2264_4009	6	JGI26465J51735_10029013,Ga0496361_003001_2534_4279,Ga0496361_003037_2544_4289,Ga0496365_001616_2375_4120,Ga0496351_003255_1663_3408
2718420690	4	JzSedJan11_10086942,Ga0209080_100014817,Ga0209394_100015518
YNP18_103500	4	Ga0495965_001917_9522_11078,YNPsite18_CeleraDRAFT_302570,Ga0496353_007319_509_2065
2505620296	2	90C_62590
JC3AJCVIAssemblies_21430	2	Ga0051078_1006604
JC3AJCVIAssemblies_01550	3	Ga0051078_1015493,YNPsite04_CeleraDRAFT_42300
JC3AJCVIAssemblies_00680	2	Ga0051078_1000221
Ga0496373_000217_2814_4454	2	Ga0496370_00123_2817_4457
Ga0496373_000187_19789_21225	2	Ga0496372_000027_52314_53750
Ga0496373_000645_893_2455	3	Ga0496374_00886_3803_5365,Ga0374090_00130_20398_21960
Ga0105156_10005625	2	Ga0209821_1009142
Ga0077575_11825463	2	Ga0077576_12607894
Ga0197144_10025827	3	Ga0209393_100050624,GBSSWat77CDRAFT_0019382
Ga0197144_10025828	2	Ga0209393_100050623
Ga0197144_10009130	2	Ga0209393_100013919
2748079499	2	2748080776
2718416138	4	JzSedJan11_100082334,Ga0209080_1000019109,Ga0209394_100002934
2718416118	4	JzSedJan11_100082314,Ga0209080_1000019129,Ga0209394_100002914
GxsBSedJan11_100011212	2	Ga0105160_100038513
GxsBSedJan11_100028337	2	Ga0105160_10019372
Ga0496349_000074_57226_58800	4	Ga0496358_000290_29559_31133,Ga0496362_001936_11372_12946,Ga0496350_000018_145948_147522
Ga0496349_000212_41782_43290	3	Ga0496355_000126_60526_62034,Ga0496351_000139_18185_19693
Ga0496349_000094_65004_66485	4	Ga0496362_000131_32559_34040,Ga0495965_000055_64901_66382,Ga0496350_000097_64907_66388
Ga0496349_001323_3730_5226	2	Ga0496350_001727_4775_6271
Ga0496349_000047_49742_51349	2	Ga0496350_021461_99_1706
Ga0496349_000022_52254_53750	3	Ga0495965_000140_38218_39714,Ga0496350_000064_85483_86979
Ga0105160_10038634	3	Ga0105162_100084118,Ga0105163_100020024
2731545626	4	Ga0209080_10024977,Ga0209394_100065931,Ga0105163_10129992
2718422418	6	JzSedJan11_10040695,Ga0209080_100047423,Ga0209394_10006049,Ga0105162_10084022,Ga0105163_10071483
Ga0496352_00029_65429_66907	2	Ga0496368_000011_59564_61042
Ga0496352_00180_7270_8859	2	Ga0311280_10000895
JzSedJan11_100085317	4	2718335373,Ga0209080_100046011,Ga0209394_100023614
JzSedJan11_100108417	4	Ga0209080_10023793,Ga0209394_10028793,Ga0105163_10040372
JzSedJan11_10001105	2	Ga0209080_10035753
JzSedJan11_100031611	4	Ga0209080_100026035,2722554810,Ga0209394_100112615
JzSedJan11_10328203	5	Ga0209080_100002027,Ga0209394_100006987,Ga0105162_10016028,Ga0105163_10002698
Ga0073350_1204198	4	Ga0079046_10009372,Ga0208683_1019022,Ga0496377_000038_33856_35424
GBSCSSed77CDRAFT_00003263	3	Ga0065718_100511024,GBSCECS77c_100004962
GBSCSSed77CDRAFT_0027641	2	GBSCECS77c_10068831
GBSCSSed77CDRAFT_0080891	2	GBSCECS77c_10068171
JGI20133J14441_10034161	2	Ga0208683_1033931
JGI20133J14441_100173617	2	Ga0208314_1063482
JGI20133J14441_100112518	2	SMH020_100007336
Ga0450856_006727_120_1865	2	Ga0450862_002474_134_1879
Ga0074076_1002859	3	Ga0208683_10055114,Ga0208314_10043714
Ga0074076_10008818	3	Ga0208683_1010493,Ga0208314_1035373
GBSSSed77CDRAFT_0006596	3	Ga0209493_100012021,Ga0071330_106339057
GBSSSed77CDRAFT_00006027	2	Ga0071330_1062206180
Ga0209513_10050392	2	Ga0136652_10068392
Ga0208559_1000178	2	Ga0105109_10002034
Ga0208559_10006117	6	Ga0079046_10009533,Ga0105109_100003017,Ga0208683_10002328,Ga0167616_100002811,Ga0208314_10006730
Ga0208559_1003089	3	Ga0079046_10066992,Ga0105109_100001441
Ga0208559_1018783	2	Ga0105109_10019313
2774026316	2	2774027711
Ga0496374_00092_48435_49928	2	Ga0374090_00066_37586_39079
Ga0496374_02701_429_2030	2	Ga0496374_04128_436_2037
Ga0496374_00214_17286_18875	2	Ga0167616_10009495
GBSCECS85c_10027755	2	Ga0065718_100498742
Ga0209695_10059510	2	Ga0131805_10005242
Ga0129302_10092932	2	Ga0209614_100170611
Ga0129302_10146646	2	Ga0209614_10120293
Ga0185741_12712	2	Ga0137134_1266
Ga0496368_000595_1637_3226	3	Ga0079041_10006771,Ga0079044_10008394
JGI24721J26819_1000238211	2	Ga0496353_000465_18256_19725
Ga0079046_10039542	3	Ga0208683_10001047,Ga0208314_10001947
Ga0079046_10001252	2	Ga0167615_10000712
Ga0079046_10036842	3	Ga0208683_1006462,Ga0208314_1005073
Ga0496355_000825_5495_7081	2	Ga0496365_000102_21672_23258
JGI26465J51735_10003171	2	Ga0496365_000125_7863_9461
JGI26465J51735_100008613	3	JGI26464J51801_100000913,Ga0496365_000010_26387_27985
JGI26465J51735_10041582	3	JGI26464J51801_10035052,Ga0496365_001265_5152_6738
JGI26465J51735_100004157	2	Ga0496365_000086_34577_36178
JGI26465J51735_100000644	2	Ga0496351_000004_43710_45335
JGI26465J51735_10009454	2	Ga0496365_000004_10801_12363
GBSSS_00794580	2	Ga0197143_10018523
YNPsite08_CeleraDRAFT_175330	2	YNP8_89060
Ga0496358_000385_6627_8141	3	Ga0495965_003069_4659_6173,Ga0496353_009910_475_1989
JC3A454_1018206	2	YNPsite04_CeleraDRAFT_131720
JC3A454_10329339	2	YNPsite04_CeleraDRAFT_120370
2722552905	3	Ga0209394_10029574,Ga0105162_10031712
OSPD_00246430	2	BSDYNP_00331520
Ga0496361_000026_114641_116239	2	Ga0209394_10141901
Ga0496362_009356_655_2106	3	Ga0495965_002389_6243_7694,Ga0496350_008756_72_1523
Ga0495965_000253_5087_6556	2	Ga0496350_000040_69845_71314
Ga0495965_004450_3366_4862	2	Ga0496351_001037_3078_4574
Ga0495965_002240_9166_10701	2	Ga0496350_002867_9238_10773
Ga0495965_000719_11451_12947	2	Ga0496350_002409_247_1743
Ga0495965_001439_9205_10698	2	Ga0496350_000621_28851_30344
Ga0495965_000419_24301_25884	2	Ga0496350_000767_24700_26283
Ga0495965_004198_2352_3911	2	Ga0496351_002569_603_2162
Ga0496350_003970_2333_3847	2	Ga0496351_001611_5669_7183
Ga0079041_10022265	2	Ga0079044_100003538
Ga0079041_10062242	2	Ga0079044_10074491
Ga0209080_100091714	4	Ga0209394_1000007221,Ga0105162_100006935,Ga0105163_1000001264
Ga0209080_100057821	4	Ga0209394_100001393,Ga0105162_1000014117,Ga0105163_10004825
Ga0209080_10164451	4	Ga0209394_10030206,Ga0105162_10009083,Ga0105163_10076542
Ga0209080_10162362	3	Ga0209394_10028496,Ga0105162_10004046
Ga0209080_10077283	4	Ga0209394_10080263,Ga0105162_10085463,Ga0105163_10083552
Ga0209080_100003928	2	Ga0209394_100005678
Ga0209080_10091554	4	Ga0209394_10061435,Ga0105162_10029171,Ga0105163_100115314
Ga0209080_10022109	4	Ga0209394_10105042,Ga0105162_100006775,Ga0105163_10004512
Ga0209080_100017918	2	Ga0209394_100023519
Ga0209080_10012986	4	Ga0209394_100062117,Ga0105162_100003518,Ga0105163_100012644
Ga0209080_100005167	4	Ga0209394_100059012,Ga0105162_100055020,Ga0105163_100124612
Ga0209080_10020529	2	Ga0105163_10000303
Ga0209080_100006477	2	Ga0209394_100024418
Ga0209080_100077313	2	Ga0209394_100096013
Ga0209080_10068342	4	Ga0209394_10000732,Ga0105162_1000016127,Ga0105163_100031427
Ga0209080_10070891	2	Ga0209394_10031555
Ga0209080_100019035	4	Ga0209394_100059916,Ga0105162_100033911,Ga0105163_1000002256
Ga0209080_10120192	3	Ga0105162_10045445,Ga0105163_100135713
Ga0209080_10006312	2	Ga0209394_10037012
Ga0167615_100001051	2	Ga0167616_10009905
Ga0167615_100000384	2	Ga0167616_10037875
BSDYNP_00682970	2	Ga0167616_10050161
Ga0496372_000227_812_2422	2	Ga0496366_001955_780_2390
Ga0209394_10007474	3	Ga0105162_100056716,Ga0105163_10099892
Ga0105109_10007161	2	Ga0167616_10014414
Ga0105117_100002113	2	Ga0167616_10013691
Ga0208683_1001735	2	Ga0208314_1005479
Ga0208683_1025793	2	Ga0167616_10026932
Ga0208683_10067013	2	Ga0208314_1004006
Ga0208683_1006463	2	Ga0208314_1005074
Ga0209172_100082755	2	Ga0073934_100120875
Ga0209172_1000460824	2	Ga0073934_1000165739
Ga0209172_1000041147	2	Ga0073934_1000064041
Ga0209172_100063569	2	Ga0073934_1000087955
Ga0209172_1000443316	2	Ga0073934_1000887411
Ga0209172_100014102	2	Ga0073934_100023333
Ga0209172_100065952	2	Ga0073934_1000327520
Ga0209172_100061192	2	Ga0073934_1000272111
Ga0209172_100439941	2	Ga0073934_100396784
Ga0209172_1000205927	2	Ga0073934_100025058
Ga0209172_100019889	2	Ga0073934_100018203
Ga0105158_10036164	2	Ga0209822_10088172
Ga0105158_10003688	2	Ga0209822_10007398
Ga0105158_10002369	2	Ga0209822_10009938
Ga0105158_100016815	3	Ga0209822_1000019127,Ga0209822_100053411
Ga0105162_10181571	2	Ga0105163_10173061
Ga0105162_100002536	2	Ga0105163_100002874
Ga0105162_100024325	2	Ga0105163_10026795
Ga0105162_10006889	2	Ga0105163_100032115
Ga0105162_10001663	2	Ga0105163_100174316
Ga0105162_100021818	2	Ga0105163_100018818
Ga0105162_100007259	2	Ga0105163_100001045
Ga0105162_10014203	2	Ga0105163_10011313
Ga0105162_10028622	2	Ga0105163_10106112
Ga0105162_100006864	2	Ga0105163_10030587
Ga0105162_10007736	2	Ga0105163_10033026
Ga0105162_10013007	2	Ga0105163_10016894
Ga0105162_10074284	2	Ga0105163_10047955
Ga0171356_1061	2	Ga0171356_10624
